id,labels,title,body,author_association
1198897739,documentation,[doc] Possibly ambiguous phrasing in tutorial/modules#more-on-modules,"BPO | [17383](https://bugs.python.org/issue17383)
--- | :---
Nosy | @ezio-melotti, @merwok, @berkerpeksag, @ashwch
Files | <li>[issue17383.patch](https://bugs.python.org/file34446/issue17383.patch ""Uploaded as text/plain at 2014-03-16.20:04:18 by nitika"")</li>

<sup>*Note: these values reflect the state of the issue at the time it was migrated and might not reflect the current state.*</sup>

<details><summary>Show more details</summary><p>

GitHub fields:
```python
assignee = None
closed_at = None
created_at = <Date 2013-03-07.23:55:00.898>
labels = ['3.11', 'type-bug', 'docs']
title = '[doc] Possibly ambiguous phrasing in tutorial/modules#more-on-modules'
updated_at = <Date 2021-11-28.13:21:44.318>
user = 'https://bugs.python.org/PiotrKuchta'
```

bugs.python.org fields:
```python
activity = <Date 2021-11-28.13:21:44.318>
actor = 'iritkatriel'
assignee = 'docs@python'
closed = False
closed_date = None
closer = None
components = ['Documentation']
creation = <Date 2013-03-07.23:55:00.898>
creator = 'Piotr.Kuchta'
dependencies = []
files = ['34446']
hgrepos = []
issue_num = 17383
keywords = ['patch']
message_count = 13.0
messages = ['183715', '183716', '183742', '183744', '183745', '183746', '183747', '183748', '183751', '184900', '213746', '213750', '213767']
nosy_count = 8.0
nosy_names = ['ezio.melotti', 'eric.araujo', 'docs@python', 'berker.peksag', 'jeffknupp', 'ashwch', 'Piotr.Kuchta', 'nitika']
pr_nums = []
priority = 'normal'
resolution = None
stage = 'needs patch'
status = 'open'
superseder = None
type = 'behavior'
url = 'https://bugs.python.org/issue17383'
versions = ['Python 3.11']
```

</p></details>
",MANNEQUIN
1316955675,feature,Show subscriber count on User profile,"As an author, I would like to see how many subscribers I have.

**Given** an author wants to view its own profile
**When** they performs a gesture to open its own profile
**And** the author has some subscribers
**Then** there should be an indication on the profile displaying number of subscribers



",NONE
1290570500,bug,New Custom Recipes - Stonecutter not detecting CustomModelData,"### Description of Issue

Im trying to make customrecipes where in the stonecutter, applying a shield you can select a lot of other shields usind CustomModelData, but i cant, it says the recipe already exists even if the custom model data is different 

### Version Information

```shell
CMI 9.2.1.0
CMILIB 1.2.0.4
Purpur 1.18.2
```


### Errors

_No response_

### Relevant Config Sections

_No response_

### Relevant Plugins

_No response_

### Agreements

- [X] My server is supported by CMI.
- [X] My version of CMI at the time of this report is up to date.
- [X] I have searched the github and asked around before making this report.",NONE
1289142188,bug,"Problems trying to render ""custom"" react components inside the Properties Panel","__Describe the Bug__

Depending on the Webpack configuration, Properties Panel Extension components cannot render.

If you clone any example repos out there that use TextEntryField to customize the properties panel, if you export that library to Camunda Modeler (instead of using a React web-modeler), several issues emerge, that can be fixed by a webpack configuration, but then... no component that is custom gets rendered (a ""react-calendar"" for example).

__Steps to Reproduce__

1. Build or clone any repo with a Properties Panel Extension, something like: https://github.com/bpmn-io/bpmn-js-examples/tree/master/properties-panel-extension
2. Update the imports to ""@bpmn-io/properties-panel:^13.2"" and ""bpmn-js-properties-panel:^1.0.0""
3. Change the webpack distribuition to be able to import the plugin to Camunda Modeler: https://github.com/pinussilvestrus/camunda-modeler-excel-import-plugin/blob/main/webpack.config.js
4. Add a ""react-calendar"" (npm install react-calendar) component and render it somewhere inside the Properties Panel
5. Export the plugin to Camunda Modeler
6. Issues emerge.

Option 1: Change the webpack to something like: https://github.com/pinussilvestrus/camunda-modeler-excel-import-plugin/blob/main/webpack.config.js
- <Calendar /> does not render inside the Properties Panel. useState does not work for your components, for the TextField it does.

Option 2: Change the webpack to somethin like: https://github.com/bpmn-io/bpmn-js-examples/blob/master/properties-panel-extension/webpack.config.js
- TextFieldEntry does not render/hooks don't work.

__Expected Behavior__

Both components to render (`<Calendar />` and `<TextFieldEntry />`) and be able to import and use ""useState"" and other hooks, those are ALWAYS null/undefined.


__Environment__

- OS: Windows 10
- Camunda Modeler Version: 5.0.0
",NONE
796031597,bug,Newly created AnimationTree appears with previously deleted content,"<!-- Please search existing issues for potential duplicates before filing yours:
https://github.com/godotengine/godot/issues?q=is%3Aissue
-->

**Godot version:**
<!-- Specify commit hash if using non-official build. -->
3.2.4.beta6.mono.official

**OS/device including version:**
<!-- Specify GPU model, drivers, and the backend (GLES2, GLES3, Vulkan) if graphics-related. -->
Win10

**Issue description:**
<!-- What happened, and what was expected. -->
See the following gif; an AnimationTree is deleted and a new one created afterwards. The newly created one contains the content of the previously deleted one:
![6YtyAXf8se](https://user-images.githubusercontent.com/8841352/106148506-677b4100-6179-11eb-8179-925ece3da8fe.gif)

**Steps to reproduce:**
Just follow the displayed steps in the gif, create an AnimationTree, configure something inside it, delete the node, create a new AnimationTree. See it having the old content.
",NONE
1231132072,bug,Requesting Telegram shouldn't be only with number,"Users should be able to type @ or a link to fill the Telegram information, not only numbers. 
",NONE
386073844,bug,no-unused-state doesn't respect usage in gDSFP,"
```javascript
class Foo extends React.Component {
  constructor(props) {
    super(props);

    this.state = {
      foo: props.foo // is reporting ""[eslint] Unused state field: 'foo' [react/no-unused-state]""
    };
  }

  static getDerivedStateFromProps(props, state) {
    
    // am using state.foo
    if (state.foo) {
      return { bar: 123 };
    }

    return null;
  }
}
```",NONE
998736744,bug,Corrupted Gauntlet and Gauntlet Tearing Issues,"There is a lot of tearing in the Gauntlet lobby room, as well as the Illuminated symbols on the walls in the Gauntlet.  It seems like for the lobby it might be related to the dynamic textures (Teleport Platform, and Gauntlet minigame entrance).  I attached images below.  It is best to visit these places to see them yourself.

![image](https://user-images.githubusercontent.com/89177521/133694887-0a6c30e3-448c-4fe6-babe-b07654538cce.png)
![image](https://user-images.githubusercontent.com/89177521/133694899-48d2770b-21e5-4f37-a9f3-843eea7ac4e3.png)
![image](https://user-images.githubusercontent.com/89177521/133694928-bfb9ba33-cd65-48c3-bb43-9d1bb99785bf.png)
![image](https://user-images.githubusercontent.com/89177521/133694948-a6225ca8-933a-47d6-a807-e06e6c96ea73.png)",NONE
1307411334,bug,Invoke-AzRestMethod doesn't throw any confirmation when the -Confirm option is supplied,"### Description

When I use `Invoke-AzRestMethod` with the `-Confirm` option to purge key vault, I don't get any confirmation before the API request is executed. However, the [documentation](https://docs.microsoft.com/en-us/powershell/module/az.accounts/invoke-azrestmethod?view=azps-8.1.0) shows it does support the `-Confirm` option.

### Issue script & Debug output

```PowerShell
PS> Invoke-AzRestMethod -Path ""subscriptions/$SubID/providers/Microsoft.KeyVault/locations/$ResourceGroupLocation/deletedVaults/$KeyVaultName/purge?api-version=$PurgeApiVersion"" -Method POST -Confirm
```


### Environment data

```PowerShell
Name                           Value
----                           -----
PSVersion                      7.2.5
PSEdition                      Core
GitCommitId                    7.2.5
OS                             Microsoft Windows 10.0.19044
Platform                       Win32NT
PSCompatibleVersions           {1.0, 2.0, 3.0, 4.0…}
PSRemotingProtocolVersion      2.3
SerializationVersion           1.1.0.1
WSManStackVersion              3.0
```


### Module versions

```PowerShell
ModuleType Version    PreRelease Name                                ExportedCommands
---------- -------    ---------- ----                                ----------------
Script     2.9.0                 Az.Accounts                         {Add-AzEnvironment, Clear-AzConfig, Clear-AzContext, Clear-AzDefault…}
Script     4.6.0                 Az.KeyVault                         {Add-AzKeyVaultCertificate, Add-AzKeyVaultCertificateContact, Add-AzKeyVaultKey, Add-AzKeyVaultManagedStorageAccount…}
Script     6.0.1                 Az.Resources                        {Export-AzResourceGroup, Export-AzTemplateSpec, Get-AzDenyAssignment, Get-AzDeployment…}
```


### Error output

```PowerShell
No error, just confirmation being skipped.
```
",NONE
1313052995,bug,The links in the Download page are broken,"## Description
All the links in the **Other installation options** section in [1] return a 404 error.

[1] https://dev.ballerina.io/downloads/

## Steps to reproduce
Click on any link in [1] https://dev.ballerina.io/downloads/

## Affected version(s)
> [The versions that are affected by the issue.](https://dev.ballerina.io/downloads/)

## Related website/documentation area


<!--Area/BBEs-->
<!--Area/HomePageSamples-->
<!--Area/LearnPages-->
Area/CommonPages
<!--Area/Backend-->
<!--Area/UIUX-->
<!--Area/Workflows-->
<!--Area/Blog-->

## Related issue(s) (optional)
> Any related issues such as sub tasks and issues reported in other repositories (e.g., component repositories), similar problems, etc. 

## Suggested label(s) (optional)
website revamp

## Suggested assignee(s) (optional)

",NONE
1266063747,feature,Switch from `aioredis` to `redis`,"Code from `aioredis` was incorporated into the official `redis` package in v4.2 to adopt the async support.  As a result, `aioredis` will no longer be well maintained.  The switch to `redis` will be relatively painless since the functions+parameters are basically the same.

References:

- https://github.com/aio-libs/aioredis-py#-aioredis-is-now-in-redis-py-420rc1-
- https://github.com/redis/redis-py#python-notice",NONE
635318979,feature,Revoking certificates produces high CPU load,"<!-- Please reserve GitHub issues for bug reports and feature requests.

For questions, the best place to get answers is on our [mailing list](https://groups.google.com/forum/#!forum/vault-tool), as they will get more visibility from experienced users than the issue tracker.

Please note: We take Vault's security and our users' trust very seriously. If you believe you have found a security issue in Vault, please responsibly disclose by contacting us at security@hashicorp.com. Our PGP key is available at [our security page](https://www.hashicorp.com/security/).

-->

**Describe the bug**
Revoking certificates takes a long time while producing heavy CPU load.
It takes up to 2-3 seconds to revoke a single certificate, and produces > 70% CPU load while revoking.
Our CRL contains 16.9k revoked certs.

**To Reproduce**
* run a vault containing a CRL with ~17k revoked certs
* issue and revoke certs
* ""measure"" time and CPU usage

**Expected behavior**
I would have expected that a revocation is more like a ""cheaper"" operation, like adding the Cert to the CRL and signing it again.

**Environment:**
We've originally experienced this issue with vault 1.1.2, and then also checked with vault 1.4.2.
1.4.2 seems to be a little quicker, but still takes up to two seconds per revocation.

The CRL contains 16.9k revoked certs and has a size of ~650k.

Originally, we were using the Postgres Backend, and were suspicious that this issue could be related to the Postgres. 
But the DB has shown max. 10% CPU usage with max. 15 IOPs (both read and write), and it also occured with a stronger DB instance (AWS m5.large)

We've also tested with the filesystem backend, the issue also occurs. 

vault has been running on different Machines, amongst them an AWS m5.large",NONE
1115945046,feature,devtoolset-11 for manylinux_2014,"Last year we had the upgrade to devtoolset-10 for manylinux_2014 see #1141 and #1155.

Now the devtoolset-11 is also released for CentOS 7. See below:
https://centos.pkgs.org/7/centos-sclo-rh-x86_64/devtoolset-11-toolchain-11.0-3.el7.x86_64.rpm.html

Maybe it is time to upgrade again? The C++20 support can be more improved.",NONE
1302142735,question,Bug or misuse not sure : Issue using envoy with upgrade connect and npm,"*Title*: *Issue using envoy with upgrade connect and npm*

*Description*:
I am trying to use envoy as an outgoing proxy, the one that you define through http_proxy env vars.
I can not use it as a ""transparent"" proxy (aka forwarding) for internal reasons.

For some reasong whenever i try to run an npm install of provided package.json, it never succeed even if i run it 2 or 3 times in a row. You can find attached my envoy config file (envoy-cfg.yaml), package.json, node output and error, and envoy debug logs. In addition i can provide a tcpdump but it's quite heavy. I made 2 run. The second one i kept already downloaded files by npm.

I have noticed that when i set a proxy, npm becomes really aggressive and opens a tcp conversation for each call (over 1000) where as without a proxy it does only open a few tcp conversations.
With and without a proxy, it's using http1/1

I setup a test bed with a local registry to check that remote registry, registry.npmjs.org doesn't create a kind of rate limit and i was able to reproduce my issue.

I tried several tunning parameters but didn't succeed. My latests ones are in the file.

I am using nodejs 18.4.0 with npm 8.12.1. Envoy version is 1.22.2.

If you can help me i would be really grateful. I can provide any additional information required.
[optional *Relevant Links*:]
>Any extra documentation required to understand the issue.
[github.zip](https://github.com/envoyproxy/envoy/files/9093909/github.zip)

",NONE
